PROVEEDOR,DEPARTAMENTO,MUNICIPIO,SEGMENTO,Periodo_2015_4,Periodo_2016_1,Periodo_2016_2,Periodo_2016_3,Periodo_2016_4,Periodo_2017_1,Periodo_2017_2,Periodo_2017_3,Periodo_2017_4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MACARAVITA,Corporativo,3,3,3,3,3,3,3,3,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MACARAVITA,Residencial - Estrato 1,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MACARAVITA,Residencial - Estrato 2,2,2,2,2,2,2,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MACARAVITA,Residencial - Estrato 3,1,1,1,1,1,1,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Corporativo,231,227,220,220,242,236,225,213,210
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Residencial - Estrato 1,130,119,116,115,139,125,122,116,109
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Residencial - Estrato 2,662,627,603,582,709,678,651,623,594
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Residencial - Estrato 3,98,88,86,85,101,98,95,91,86
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Residencial - Estrato 4,3,3,3,3,5,5,4,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Sin estratificar,-,-,-,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MÁLAGA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MATANZA,Corporativo,14,14,14,15,12,12,12,12,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MATANZA,Residencial - Estrato 1,8,7,7,7,7,7,6,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MATANZA,Residencial - Estrato 2,17,17,16,15,15,15,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MATANZA,Residencial - Estrato 3,7,7,7,7,7,7,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MATANZA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOGOTES,Corporativo,23,23,23,24,23,22,21,21,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOGOTES,Residencial - Estrato 1,16,16,15,15,15,14,13,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOGOTES,Residencial - Estrato 2,54,53,51,51,50,47,43,41,39
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOGOTES,Residencial - Estrato 3,8,7,6,6,6,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOLAGAVITA,Corporativo,9,9,9,10,9,9,9,9,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOLAGAVITA,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOLAGAVITA,Residencial - Estrato 2,6,6,6,6,6,5,5,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,MOLAGAVITA,Residencial - Estrato 3,3,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OCAMONTE,Corporativo,12,12,12,12,12,12,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OCAMONTE,Residencial - Estrato 1,3,3,3,3,3,3,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OCAMONTE,Residencial - Estrato 2,2,2,2,2,2,2,1,1,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OCAMONTE,Residencial - Estrato 3,2,2,2,2,2,2,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Corporativo,46,46,45,44,42,37,37,37,36
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Residencial - Estrato 1,9,8,7,7,7,7,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Residencial - Estrato 2,24,23,23,23,22,22,20,21,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Residencial - Estrato 3,65,61,58,57,55,54,52,46,44
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Residencial - Estrato 4,7,7,6,6,6,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,OIBA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ONZAGA,Corporativo,13,13,13,14,12,12,12,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ONZAGA,Residencial - Estrato 1,2,2,2,2,2,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ONZAGA,Residencial - Estrato 2,17,14,14,14,13,13,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PALMAR,Corporativo,2,2,2,2,2,2,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PALMAR,Residencial - Estrato 1,1,1,0,0,0,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PALMAR,Residencial - Estrato 2,2,2,2,2,2,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PALMAS DEL SOCORRO,Corporativo,6,6,6,6,6,6,6,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PALMAS DEL SOCORRO,Residencial - Estrato 2,5,5,5,5,5,5,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PÁRAMO,Corporativo,12,12,12,13,12,12,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PÁRAMO,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PÁRAMO,Residencial - Estrato 2,8,8,8,8,8,7,7,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PÁRAMO,Residencial - Estrato 3,8,8,8,6,5,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Corporativo,1536,1519,1530,1522,1501,1474,1433,1467,1471
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 1,676,634,610,598,573,563,535,509,477
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 2,9109,8749,8512,8184,7760,7915,7980,8040,8126
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 3,4175,4044,4013,3896,3725,3611,3371,3157,2990
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 4,282,276,266,260,244,237,226,214,209
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 5,16,15,15,15,15,15,14,14,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Residencial - Estrato 6,7,7,7,7,7,7,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Sin estratificar,-,-,-,14,17,16,17,6,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PIEDECUESTA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PINCHOTE,Corporativo,13,11,11,12,11,11,11,10,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PINCHOTE,Residencial - Estrato 1,3,3,3,3,3,1,1,1,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PINCHOTE,Residencial - Estrato 2,29,27,25,25,22,21,18,17,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PINCHOTE,Residencial - Estrato 3,9,9,8,8,8,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PINCHOTE,Residencial - Estrato 4,2,2,2,2,2,2,2,2,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUENTE NACIONAL,Corporativo,53,53,52,53,47,47,45,43,42
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUENTE NACIONAL,Residencial - Estrato 1,27,26,24,24,22,21,21,21,21
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUENTE NACIONAL,Residencial - Estrato 2,132,126,120,115,110,106,101,98,93
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUENTE NACIONAL,Residencial - Estrato 3,89,88,85,81,76,72,67,62,61
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUENTE NACIONAL,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO PARRA,Corporativo,8,8,7,7,6,6,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO PARRA,Residencial - Estrato 1,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO PARRA,Residencial - Estrato 2,5,5,5,5,5,5,5,4,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO PARRA,Residencial - Estrato 3,2,1,1,1,1,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Corporativo,104,100,96,99,91,90,83,87,84
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Residencial - Estrato 1,161,150,136,143,134,121,109,100,95
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Residencial - Estrato 2,180,162,152,161,148,157,151,149,137
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Residencial - Estrato 3,20,20,20,20,19,18,17,17,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Sin estratificar,-,-,-,-,-,5,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,PUERTO WILCHES,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,RIONEGRO,Corporativo,67,60,59,60,56,55,55,55,54
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,RIONEGRO,Residencial - Estrato 1,14,13,13,12,12,12,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,RIONEGRO,Residencial - Estrato 2,80,75,72,71,67,65,63,60,53
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,RIONEGRO,Residencial - Estrato 3,63,61,57,55,51,50,47,43,42
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,RIONEGRO,Residencial - Estrato 4,4,4,4,3,3,2,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Corporativo,207,200,194,193,183,177,173,168,161
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Residencial - Estrato 1,77,71,69,67,61,58,56,55,51
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Residencial - Estrato 2,257,249,237,228,217,209,205,201,185
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Residencial - Estrato 3,88,86,82,76,72,70,63,60,57
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Residencial - Estrato 4,-,-,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SABANA DE TORRES,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN ANDRÉS,Corporativo,14,13,13,14,13,13,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN ANDRÉS,Residencial - Estrato 1,10,7,7,5,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN ANDRÉS,Residencial - Estrato 2,33,32,30,29,26,23,22,20,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN ANDRÉS,Residencial - Estrato 3,3,3,4,4,3,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN BENITO,Corporativo,4,4,4,4,4,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Corporativo,1879,1871,1887,1931,1999,1991,1908,1897,1886
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Residencial - Estrato 1,172,165,162,159,154,153,149,146,143
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Residencial - Estrato 2,2365,2265,2249,2222,2116,2087,2052,2084,2131
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Residencial - Estrato 3,2431,2397,2434,2548,2530,2559,2541,2496,2407
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Residencial - Estrato 4,469,462,457,466,459,471,466,458,443
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Residencial - Estrato 5,38,36,36,42,42,41,44,45,45
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Sin estratificar,-,-,-,4,3,4,3,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN GIL,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOAQUÍN,Corporativo,12,12,12,13,11,11,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOAQUÍN,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOAQUÍN,Residencial - Estrato 2,15,14,14,14,12,12,12,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOSÉ DE MIRANDA,Corporativo,9,9,9,10,9,9,9,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOSÉ DE MIRANDA,Residencial - Estrato 1,3,3,3,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOSÉ DE MIRANDA,Residencial - Estrato 2,39,37,36,36,34,32,32,32,31
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOSÉ DE MIRANDA,Residencial - Estrato 3,2,2,2,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN JOSÉ DE MIRANDA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN MIGUEL,Corporativo,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN VICENTE DE CHUCURÍ,Corporativo,214,209,203,227,219,213,206,201,193
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN VICENTE DE CHUCURÍ,Residencial - Estrato 1,158,153,152,180,167,158,151,142,137
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN VICENTE DE CHUCURÍ,Residencial - Estrato 2,498,479,468,577,546,524,499,476,456
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN VICENTE DE CHUCURÍ,Residencial - Estrato 3,59,57,55,56,54,53,50,50,49
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SAN VICENTE DE CHUCURÍ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA BÁRBARA,Corporativo,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA BÁRBARA,Residencial - Estrato 3,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA HELENA DEL OPÓN,Corporativo,5,5,5,5,5,5,4,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA HELENA DEL OPÓN,Residencial - Estrato 1,1,1,1,1,1,1,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA HELENA DEL OPÓN,Residencial - Estrato 2,3,3,3,3,3,3,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SANTA HELENA DEL OPÓN,Residencial - Estrato 3,1,1,1,1,1,1,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SIMACOTA,Corporativo,20,19,19,20,19,18,18,18,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SIMACOTA,Residencial - Estrato 1,8,7,7,7,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SIMACOTA,Residencial - Estrato 2,54,52,49,47,44,44,42,40,38
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SIMACOTA,Residencial - Estrato 3,5,5,5,5,5,5,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Corporativo,631,642,657,673,689,689,669,680,661
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 1,174,169,162,156,150,145,137,129,124
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 2,1859,1898,1879,1844,1731,1667,1668,1687,1684
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 3,597,580,568,550,527,504,486,470,456
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 4,88,85,83,80,77,73,73,69,68
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 5,14,14,14,14,13,13,13,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Residencial - Estrato 6,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Sin estratificar,-,-,-,-,-,2,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SOCORRO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUAITA,Corporativo,30,30,29,30,28,26,24,23,24
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUAITA,Residencial - Estrato 1,6,6,5,5,4,4,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUAITA,Residencial - Estrato 2,43,43,40,36,34,30,29,26,24
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUAITA,Residencial - Estrato 3,20,18,18,16,14,11,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUAITA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUCRE,Corporativo,5,5,5,5,5,5,5,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUCRE,Residencial - Estrato 1,3,3,3,3,3,3,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,SUCRE,Residencial - Estrato 2,1,1,1,1,1,1,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,TONA,Corporativo,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,TONA,Residencial - Estrato 2,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VALLE DE SAN JOSÉ,Corporativo,21,21,21,22,21,21,20,20,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VALLE DE SAN JOSÉ,Residencial - Estrato 1,2,2,1,1,1,1,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VALLE DE SAN JOSÉ,Residencial - Estrato 2,11,11,10,9,8,8,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VALLE DE SAN JOSÉ,Residencial - Estrato 3,30,30,30,30,29,28,24,25,24
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Corporativo,195,189,184,184,184,178,175,169,164
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Residencial - Estrato 1,150,147,141,131,121,115,104,100,95
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Residencial - Estrato 2,368,348,332,313,292,265,250,231,224
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Residencial - Estrato 3,81,75,69,66,63,58,55,52,49
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Residencial - Estrato 4,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VÉLEZ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VETAS,Corporativo,10,10,10,11,10,9,9,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VETAS,Residencial - Estrato 1,23,23,22,21,21,19,17,17,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VETAS,Residencial - Estrato 2,10,10,9,9,7,7,7,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VETAS,Residencial - Estrato 3,3,3,3,3,3,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VILLANUEVA,Corporativo,31,31,32,32,31,31,23,23,23
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VILLANUEVA,Residencial - Estrato 1,12,12,12,13,13,12,12,12,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VILLANUEVA,Residencial - Estrato 2,53,52,50,46,45,40,36,27,27
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,VILLANUEVA,Residencial - Estrato 3,28,27,26,26,25,22,21,20,19
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ZAPATOCA,Corporativo,78,77,75,75,73,74,73,72,70
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ZAPATOCA,Residencial - Estrato 1,32,31,31,30,30,27,26,26,26
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ZAPATOCA,Residencial - Estrato 2,118,112,107,99,95,91,88,83,79
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ZAPATOCA,Residencial - Estrato 3,133,126,118,113,106,101,96,90,87
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,BUENAVISTA,Corporativo,13,13,12,13,10,10,10,10,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,BUENAVISTA,Residencial - Estrato 1,9,9,8,7,7,7,7,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,BUENAVISTA,Residencial - Estrato 2,39,38,36,34,33,27,26,25,23
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,CAIMITO,Corporativo,7,7,6,6,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,CAIMITO,Residencial - Estrato 1,13,11,11,11,10,10,10,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,CAIMITO,Residencial - Estrato 2,8,7,7,7,6,6,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,CAIMITO,Residencial - Estrato 3,2,2,1,0,0,0,0,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,CAIMITO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Corporativo,199,187,184,179,179,176,141,135,134
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Residencial - Estrato 1,247,242,233,228,178,166,152,139,131
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Residencial - Estrato 2,780,757,743,720,609,576,543,521,500
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Residencial - Estrato 3,116,115,113,111,101,98,95,94,93
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Residencial - Estrato 4,13,11,11,10,9,9,9,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Residencial - Estrato 5,2,2,2,2,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COROZAL,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COVEÑAS,Corporativo,90,84,76,69,65,63,55,52,48
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COVEÑAS,Residencial - Estrato 1,3,3,3,3,3,3,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COVEÑAS,Residencial - Estrato 2,19,17,14,12,12,11,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,COVEÑAS,Residencial - Estrato 3,11,9,8,8,7,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,EL ROBLE,Corporativo,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Corporativo,12,12,12,13,10,10,9,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Residencial - Estrato 1,7,7,7,7,6,6,6,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Residencial - Estrato 2,47,46,43,38,34,30,26,23,22
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Residencial - Estrato 3,4,4,3,3,2,2,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Residencial - Estrato 6,0,0,0,0,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GALERAS,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GUARANDA,Corporativo,21,20,17,9,9,12,12,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GUARANDA,Residencial - Estrato 1,24,22,22,21,19,19,18,18,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,SUCRE,GUARANDA,Residencial - Estrato 2,3,3,3,3,3,3,2,2,2
